mir,gene
hsa-miR-215,NM_014904
hsa-miR-215,NM_012154
hsa-miR-215,NM_144780
hsa-miR-215,AL832810
hsa-miR-215,NM_178313
hsa-miR-215,Contig25717_RC
hsa-miR-215,NM_002765
hsa-miR-215,Contig37513_RC
hsa-miR-215,NM_020799
hsa-miR-215,NM_015595
hsa-miR-215,Contig50189_RC
hsa-miR-215,Contig49652_RC
hsa-miR-215,hCT1831253.2
hsa-miR-215,NM_000138
hsa-miR-215,AB007928
hsa-miR-215,NM_003676
hsa-miR-215,NM_145306
hsa-miR-215,Contig26388_RC
hsa-miR-215,HSS00386249
hsa-miR-215,Contig25707_RC
hsa-miR-215,HSS00333280
hsa-miR-215,NM_033667
hsa-miR-215,HSS00142930
hsa-miR-215,NM_024857
hsa-miR-215,NM_024584
hsa-miR-215,AL117477
hsa-miR-215,AK095096
hsa-miR-215,hCT2255806
hsa-miR-215,NM_003781
hsa-miR-215,hCT2328745
hsa-miR-215,NM_002393
hsa-miR-215,NM_004086
hsa-miR-215,NM_014293
hsa-miR-215,Contig52717_RC
hsa-miR-215,NM_024642
hsa-miR-215,NM_022821
hsa-miR-215,Contig54340_RC
hsa-miR-215,Contig43667_RC
hsa-miR-215,NM_024884
hsa-miR-215,BC041380
hsa-miR-215,Contig40867_RC
hsa-miR-215,Contig31258_RC
hsa-miR-215,Contig58637_RC
hsa-miR-215,NM_174936
hsa-miR-215,NM_012279
hsa-miR-215,NM_138478
hsa-miR-215,Contig5274_RC
hsa-miR-215,NM_005480
hsa-miR-215,Contig49273_RC
hsa-miR-215,NM_002444
hsa-miR-215,NM_172234
hsa-miR-215,NM_017955
hsa-miR-215,AL137333
hsa-miR-215,NM_017421
hsa-miR-215,HSS00090480
hsa-miR-215,NM_003073
hsa-miR-215,NM_014937
hsa-miR-215,NM_012106
hsa-miR-215,Contig20748_RC
hsa-miR-215,Contig50272_RC
hsa-miR-215,Contig47441_RC
hsa-miR-215,NM_004836
hsa-miR-215,Contig718_RC
hsa-miR-215,NM_005637
hsa-miR-215,Contig58301_RC
hsa-miR-215,NM_015423
hsa-miR-215,NM_145739
hsa-miR-215,hCT1776373.2
hsa-miR-215,NM_032706
hsa-miR-215,NM_016341
hsa-miR-215,ENST00000224199
hsa-miR-215,Contig50436_RC
hsa-miR-215,AK055807
hsa-miR-215,HSS00321855
hsa-miR-215,NM_024896
hsa-miR-215,ENST00000278622
hsa-miR-215,NM_014042
hsa-miR-215,NM_018299
hsa-miR-215,BC040287
hsa-miR-215,Contig36457_RC
hsa-miR-215,AB037761
hsa-miR-215,Contig10441_RC
hsa-miR-215,NM_025104
hsa-miR-215,Contig41618_RC
hsa-miR-215,U79257
hsa-miR-215,AL049354
hsa-miR-215,NM_005375
hsa-miR-215,NM_030817
hsa-miR-215,Contig46782_RC
hsa-miR-215,HSS00104143
hsa-miR-215,NM_145257
hsa-miR-215,NM_021914
hsa-miR-215,NM_018403
hsa-miR-215,ENST00000282683
hsa-miR-215,HSS00057673
hsa-miR-215,AK024121
hsa-miR-215,U29115
hsa-miR-215,NM_004856
hsa-miR-215,NM_032523
hsa-miR-215,NM_012176
hsa-miR-215,NM_003633
hsa-miR-215,Contig30972_RC
hsa-miR-215,AK054764
hsa-miR-215,AL117605
hsa-miR-215,Contig30392_RC
hsa-miR-215,NM_012345
hsa-miR-215,NM_006938
hsa-miR-215,NM_152765
hsa-miR-215,NM_053048
hsa-miR-215,XM_170418
hsa-miR-215,NM_017420
hsa-miR-215,NM_002211
hsa-miR-215,X97444
hsa-miR-215,NM_002734
hsa-miR-215,NM_020168
hsa-miR-215,Contig66615_RC
hsa-miR-215,NM_002417
hsa-miR-215,Contig38566_RC
hsa-miR-215,NM_004694
hsa-miR-215,NM_152446
hsa-miR-215,AF131846
hsa-miR-215,Contig57359_RC
hsa-miR-215,NM_006421
hsa-miR-215,NM_032246
hsa-miR-215,NM_016625
hsa-miR-215,NM_175767
hsa-miR-215,ENST00000270999
hsa-miR-215,NM_004771
hsa-miR-215,NM_181785
hsa-miR-215,NM_173529
hsa-miR-215,AK057167
hsa-miR-215,AL050004
hsa-miR-215,Contig37920_RC
hsa-miR-215,Contig51153_RC
hsa-miR-215,NM_133334
hsa-miR-215,NM_018131
hsa-miR-215,AK024927
hsa-miR-215,NM_014048
hsa-miR-215,XM_210341
hsa-miR-215,NM_173466
hsa-miR-215,NM_001001437
hsa-miR-215,NM_018288
hsa-miR-215,Contig36261_RC
hsa-miR-215,AF131763
hsa-miR-215,AJ227908
hsa-miR-215,NM_016474
hsa-miR-215,NM_021008
hsa-miR-215,NM_014936
hsa-miR-215,Contig45955_RC
hsa-miR-215,HSS00300718
hsa-miR-215,hCT10607.2
hsa-miR-215,BC012203
hsa-miR-215,hCT2336241
hsa-miR-215,Contig55268_RC
hsa-miR-215,AL078636
hsa-miR-215,NM_003870
hsa-miR-215,Contig33888_RC
hsa-miR-215,HSS00209806
hsa-miR-215,Contig29802_RC
hsa-miR-215,NM_006016
hsa-miR-215,NM_004111
hsa-miR-215,Contig35526_RC
hsa-miR-215,NM_145647
hsa-miR-215,NM_006281
hsa-miR-215,NM_152259
hsa-miR-215,NM_000390
hsa-miR-215,hCT1835226.2
hsa-miR-215,NM_004580
hsa-miR-215,XM_070846
hsa-miR-215,NM_024313
hsa-miR-215,NM_014553
hsa-miR-215,NM_003884
hsa-miR-215,AL133090
hsa-miR-215,NM_033168
hsa-miR-215,hCT1971393.1
hsa-miR-215,Contig42328_RC
hsa-miR-215,Contig46376_RC
hsa-miR-215,NM_001211
hsa-miR-215,NM_001167
hsa-miR-215,HSS00388495
hsa-miR-215,NM_005037
hsa-miR-215,NM_138779
hsa-miR-215,XM_172878
hsa-miR-215,NM_024045
hsa-miR-215,ENST00000295192
hsa-miR-215,NM_012090
hsa-miR-215,NM_007221
hsa-miR-215,NM_024945
hsa-miR-215,NM_052913
hsa-miR-215,NM_153715
hsa-miR-215,hCT1641762.3
hsa-miR-215,NM_013296
hsa-miR-215,NM_013277
hsa-miR-215,NM_022731
hsa-miR-215,NM_018322
hsa-miR-215,AK022645
hsa-miR-215,Contig1829
hsa-miR-215,AK023426
hsa-miR-215,AK001228
hsa-miR-215,NM_016125
hsa-miR-215,NM_018645
hsa-miR-215,Contig55070_RC
hsa-miR-215,NM_006504
hsa-miR-215,ENST00000298968
hsa-miR-215,hCT2318908
hsa-miR-215,AB011126
hsa-miR-215,NM_005171
hsa-miR-215,AB037778
hsa-miR-215,NM_003318
hsa-miR-215,NM_020467
hsa-miR-215,RSE_00000212796
hsa-miR-215,NM_005206
hsa-miR-215,Contig1111_RC
hsa-miR-215,hCT1640801.2
hsa-miR-215,NM_031965
hsa-miR-215,NM_004631
hsa-miR-215,NM_006402
hsa-miR-215,XM_208797
hsa-miR-215,AK056809
hsa-miR-215,Contig55134_RC
hsa-miR-215,NM_005815
hsa-miR-215,hCT2309798
hsa-miR-215,Contig32087_RC
hsa-miR-215,hCT1770636.1
hsa-miR-215,NM_020242
hsa-miR-215,NM_152695
hsa-miR-215,AK055661
hsa-miR-215,AB051492
hsa-miR-215,AF085923
hsa-miR-215,AK055620
hsa-miR-215,NM_001958
hsa-miR-215,AF078844
hsa-miR-215,Contig51933_RC
hsa-miR-215,NM_022763
hsa-miR-215,AK001394
hsa-miR-215,Contig40954_RC
hsa-miR-215,NM_002916
hsa-miR-215,NM_014264
hsa-miR-215,AF108138
hsa-miR-215,Contig37371_RC
hsa-miR-215,AK092985
hsa-miR-215,hCT2261744
hsa-miR-215,BC010183
hsa-miR-215,NM_016951
hsa-miR-215,NM_002697
hsa-miR-215,Contig43200_RC
hsa-miR-215,NM_014750
hsa-miR-215,Contig57226_RC
hsa-miR-215,NM_017882
hsa-miR-215,NM_000361
hsa-miR-215,NM_017549
hsa-miR-215,NM_018015
hsa-miR-215,Contig39477_RC
hsa-miR-215,NM_002210
hsa-miR-215,AL137535
hsa-miR-215,NM_024084
hsa-miR-215,NM_012328
hsa-miR-215,AB002443
hsa-miR-215,NM_152463
hsa-miR-215,ENST00000296531
hsa-miR-215,ENST00000291738
hsa-miR-215,Contig43645_RC
hsa-miR-215,Contig38721_RC
hsa-miR-215,NM_022757
hsa-miR-215,NM_006167
hsa-miR-215,Contig25256_RC
hsa-miR-215,NM_133376
hsa-miR-215,NM_006822
hsa-miR-215,NM_012238
hsa-miR-215,Contig53277_RC
hsa-miR-215,AB040883
hsa-miR-215,NM_005606
hsa-miR-215,NM_033083
hsa-miR-215,NM_007106
hsa-miR-215,hCT1812405.2
hsa-miR-215,NM_016358
hsa-miR-215,NM_003505
hsa-miR-215,AL137656
hsa-miR-215,NM_030941
hsa-miR-215,NM_014920
hsa-miR-215,NM_021928
hsa-miR-215,NM_003865
hsa-miR-215,NM_003425
hsa-miR-215,NM_176824
hsa-miR-215,Contig46232
hsa-miR-215,NM_025203
hsa-miR-215,NM_003368
hsa-miR-215,Contig48208_RC
hsa-miR-215,Contig52708_RC
hsa-miR-215,HSS00368570
hsa-miR-215,AF086032
hsa-miR-215,Contig48971_RC
hsa-miR-215,hCT2259022
hsa-miR-215,NM_145654
hsa-miR-215,NM_016315
hsa-miR-215,NM_032800
hsa-miR-215,NM_005329
hsa-miR-215,Contig41726_RC
hsa-miR-215,NM_003338
hsa-miR-215,hCT2306120
hsa-miR-215,NM_022154
hsa-miR-215,AL137332
hsa-miR-215,NM_144703
hsa-miR-215,NM_153688
hsa-miR-215,NM_006322
hsa-miR-215,NM_001227
hsa-miR-215,NM_018590
hsa-miR-215,Contig48935_RC
hsa-miR-215,Contig44271_RC
hsa-miR-215,NM_015975
hsa-miR-215,Contig55770_RC
hsa-miR-215,Contig47683_RC
hsa-miR-215,NM_018353
hsa-miR-215,AK090904
hsa-miR-215,NM_015608
hsa-miR-215,NM_033669
hsa-miR-215,NM_101395
hsa-miR-215,NM_032144
hsa-miR-215,NM_014473
hsa-miR-215,NM_152520
hsa-miR-215,Contig1924_RC
hsa-miR-215,hCT2331557
hsa-miR-215,Contig65401_RC
hsa-miR-215,NM_173570
hsa-miR-215,hCT1640064.3
hsa-miR-215,NM_005192
hsa-miR-215,NM_024949
hsa-miR-215,Contig47629_RC
hsa-miR-215,NM_152400
hsa-miR-215,Contig49700_RC
hsa-miR-215,NM_005151
hsa-miR-215,NM_014864
hsa-miR-215,NM_018727
hsa-miR-215,NM_006010
hsa-miR-215,Contig43206_RC
hsa-miR-215,NM_006383
hsa-miR-215,hCT2318966
hsa-miR-215,Contig52639_RC
hsa-miR-215,NM_016353
hsa-miR-215,hCT1648208.3
hsa-miR-215,hCT1831218
hsa-miR-215,NM_002182
hsa-miR-215,NM_173084
hsa-miR-215,NM_012266
hsa-miR-215,NM_138444
hsa-miR-215,NM_032866
hsa-miR-215,NM_080491
hsa-miR-215,Contig31101_RC
hsa-miR-215,Contig43433_RC
hsa-miR-215,NM_000038
hsa-miR-215,AF125104
hsa-miR-215,hCT2283962
hsa-miR-215,NM_006534
hsa-miR-215,NM_002703
hsa-miR-215,NM_015541
hsa-miR-215,Contig55214_RC
hsa-miR-215,HSS00015875
hsa-miR-215,NM_004496
hsa-miR-215,NM_005570
hsa-miR-215,NM_031217
hsa-miR-215,AK057835
hsa-miR-215,NM_025080
hsa-miR-215,NM_021190
hsa-miR-215,NM_000059
hsa-miR-215,NM_018518
hsa-miR-215,NM_030964
hsa-miR-215,hCT1788782.2
hsa-miR-215,NM_021147
hsa-miR-215,NM_006333
hsa-miR-215,NM_152524
hsa-miR-215,AK098432
hsa-miR-215,NM_002252
hsa-miR-215,hCT2306937
hsa-miR-215,NM_000458
hsa-miR-215,NM_153608
hsa-miR-215,NM_000696
hsa-miR-215,Contig23423_RC
hsa-miR-215,ENST00000282422
hsa-miR-215,NM_005655
hsa-miR-215,AL137508
hsa-miR-215,NM_016444
hsa-miR-215,NM_014875
hsa-miR-215,NM_020774
hsa-miR-215,NM_004815
hsa-miR-215,NM_001918
hsa-miR-215,NM_032941
hsa-miR-215,ENST00000297148
hsa-miR-215,NM_020201
hsa-miR-215,NM_018319
hsa-miR-215,Contig53881_RC
hsa-miR-215,HSS00303498
hsa-miR-215,NM_014331
hsa-miR-215,NM_014822
hsa-miR-215,NM_002752
hsa-miR-215,NM_000642
hsa-miR-215,BC005998
hsa-miR-215,Contig35294_RC
hsa-miR-215,NM_005722
hsa-miR-215,BC002811
hsa-miR-215,Contig37200_RC
hsa-miR-215,NM_004775
hsa-miR-215,HSS00138557
hsa-miR-215,Contig50129_RC
hsa-miR-215,Contig47453_RC
hsa-miR-215,NM_024918
hsa-miR-215,AF086431
hsa-miR-215,Contig47267_RC
hsa-miR-215,hCT1644703.2
hsa-miR-215,Contig321_RC
hsa-miR-215,Contig40516_RC
hsa-miR-215,NM_014783
hsa-miR-215,NM_024576
hsa-miR-215,NM_006444
hsa-miR-215,AB032991
hsa-miR-215,NM_033227
hsa-miR-215,NM_000825
hsa-miR-215,Contig47483_RC
hsa-miR-215,NM_024583
hsa-miR-215,NM_001238
hsa-miR-215,NM_003038
hsa-miR-215,NM_021045
hsa-miR-215,NM_181705
hsa-miR-215,Contig51252
hsa-miR-215,NM_006803
hsa-miR-215,NM_024076
hsa-miR-215,AB029025
hsa-miR-215,HSS00305022
hsa-miR-215,Contig32183_RC
hsa-miR-215,NM_003594
hsa-miR-215,ENST00000295064
hsa-miR-215,NM_006178
hsa-miR-215,NM_153026
hsa-miR-215,Contig42617_RC
hsa-miR-215,Contig60864_RC
hsa-miR-215,NM_024039
hsa-miR-215,NM_013322
hsa-miR-215,NM_152905
hsa-miR-215,HSS00209544
hsa-miR-215,NM_032342
hsa-miR-215,AL122049
hsa-miR-215,NM_002709
hsa-miR-215,Contig48021_RC
hsa-miR-215,AL110164
hsa-miR-215,Contig30437_RC
hsa-miR-215,NM_004153
hsa-miR-215,hCT1951619
hsa-miR-215,hCT2297806
hsa-miR-215,NM_006608
hsa-miR-215,Contig36447
hsa-miR-215,NM_000880
hsa-miR-215,NM_172345
hsa-miR-215,NM_006624
hsa-miR-215,AB051513
hsa-miR-215,NM_032813
hsa-miR-215,hCT1957917.1
hsa-miR-215,NM_006363
hsa-miR-215,hCT32256.3
hsa-miR-215,NM_007027
hsa-miR-215,AL049951
hsa-miR-215,NM_030919
hsa-miR-215,NM_015047
hsa-miR-215,hCT1971266.1
hsa-miR-215,AB014574
hsa-miR-215,NM_022111
hsa-miR-215,Contig19213_RC
hsa-miR-215,XM_211811
hsa-miR-215,NM_006550
hsa-miR-215,XM_210560
hsa-miR-215,NM_016395
hsa-miR-215,NM_014641
hsa-miR-215,NM_152683
hsa-miR-215,NM_024511
hsa-miR-215,Contig39852_RC
hsa-miR-215,NM_017696
hsa-miR-215,HSS00018228
hsa-miR-215,BC016683
hsa-miR-215,hCT2328509
hsa-miR-215,NM_000317
hsa-miR-215,NM_133377
hsa-miR-215,AL049452
hsa-miR-215,NM_003472
hsa-miR-215,NM_017724
hsa-miR-215,HSS00250837
hsa-miR-215,NM_152740
hsa-miR-215,NM_152452
hsa-miR-215,NM_002708
hsa-miR-215,NM_152527
hsa-miR-215,NM_002865
hsa-miR-215,NM_001627
hsa-miR-215,Contig11417_RC
hsa-miR-215,AL080192
hsa-miR-215,NM_020962
hsa-miR-215,HSS00009331
hsa-miR-215,Contig16329_RC
hsa-miR-215,NM_138571
hsa-miR-215,NM_002263
hsa-miR-215,Contig4539
hsa-miR-215,NM_012164
hsa-miR-215,NM_004688
hsa-miR-215,NM_032015
hsa-miR-215,Contig53126_RC
hsa-miR-215,AF131784
hsa-miR-215,NM_012089
hsa-miR-215,AI400473_RC
hsa-miR-215,AB058697
hsa-miR-215,Contig42495_RC
hsa-miR-215,HSS00172909
hsa-miR-215,Contig40208_RC
hsa-miR-215,Contig43927_RC
hsa-miR-215,Contig44758_RC
hsa-miR-215,hCT14363.3
hsa-miR-215,AK021796
hsa-miR-215,BC031660
hsa-miR-215,NM_030972
hsa-miR-215,NM_018073
hsa-miR-215,NM_000302
hsa-miR-215,NM_004056
hsa-miR-215,AL137310
hsa-miR-215,NM_006352
hsa-miR-215,NM_016100
hsa-miR-215,NM_025004
hsa-miR-215,Contig28455_RC
hsa-miR-215,NM_016248
hsa-miR-215,NM_015365
hsa-miR-215,Contig33702_RC
hsa-miR-215,NM_032898
hsa-miR-215,NM_032319
hsa-miR-215,AF075069
hsa-miR-215,NM_138390
hsa-miR-215,NM_004071
hsa-miR-215,NM_003211
hsa-miR-215,NM_019061
hsa-miR-215,NM_006626
hsa-miR-215,NM_004711
hsa-miR-215,NM_021814
hsa-miR-215,NM_023112
hsa-miR-215,NM_003454
hsa-miR-215,NM_005737
hsa-miR-215,NM_006565
hsa-miR-215,NM_016308
hsa-miR-215,NM_020803
hsa-miR-215,NM_144592
hsa-miR-215,NM_003286
hsa-miR-215,NM_002648
hsa-miR-215,NM_170589
hsa-miR-215,NM_013250
hsa-miR-215,NM_022470
hsa-miR-215,NM_017780
hsa-miR-215,AB051514
hsa-miR-215,Contig46817_RC
hsa-miR-215,hCT2310901
hsa-miR-215,NM_021122
hsa-miR-215,AF075045
hsa-miR-215,AK095149
hsa-miR-215,Contig44431_RC
hsa-miR-215,NM_021083
hsa-miR-215,NM_134434
hsa-miR-215,NM_012081
hsa-miR-215,NM_016448
hsa-miR-215,Contig16654_RC
hsa-miR-215,NM_018685
hsa-miR-215,HSS00373779
hsa-miR-215,NM_006996
hsa-miR-215,Contig35629_RC
hsa-miR-215,Contig57595
hsa-miR-215,NM_018283
hsa-miR-215,NM_016647
hsa-miR-215,Contig42161_RC
hsa-miR-215,NM_005647
hsa-miR-215,AK098664
hsa-miR-215,NM_003414
hsa-miR-215,Contig44659_RC
hsa-miR-215,Contig55242_RC
hsa-miR-215,Contig53823_RC
hsa-miR-215,NM_004772
hsa-miR-215,Contig45437
hsa-miR-215,NM_018375
hsa-miR-215,NM_003478
hsa-miR-215,NM_001482
hsa-miR-215,NM_033211
hsa-miR-215,AB033076
hsa-miR-215,NM_004233
hsa-miR-215,NM_006999
hsa-miR-215,AL049356
hsa-miR-215,RSE_00000676604
hsa-miR-215,Contig36078_RC
hsa-miR-215,AK021876
hsa-miR-215,Contig50605_RC
hsa-miR-215,AK023367
hsa-miR-215,NM_018843
hsa-miR-215,NM_002582
hsa-miR-215,hCT2285841
hsa-miR-215,AL110163
hsa-miR-215,NM_001609
hsa-miR-215,Contig47985_RC
hsa-miR-215,NM_003304
hsa-miR-215,NM_003429
hsa-miR-215,NM_020154
hsa-miR-215,NM_002486
hsa-miR-215,NM_003507
hsa-miR-215,AB002442
hsa-miR-215,NM_003902
hsa-miR-215,NM_000946
hsa-miR-215,NM_006777
hsa-miR-215,NM_013363
hsa-miR-215,Contig48185_RC
hsa-miR-215,AK057710
hsa-miR-215,NM_080752
hsa-miR-215,NM_178271
hsa-miR-215,Contig40673_RC
hsa-miR-215,Contig67174_RC
hsa-miR-215,NM_001080
hsa-miR-215,XM_212432
hsa-miR-215,NM_015691
hsa-miR-215,NM_006143
hsa-miR-215,hCT2250864
hsa-miR-215,NM_014476
hsa-miR-215,NM_016025
hsa-miR-215,NM_001003682
hsa-miR-215,NM_133375
hsa-miR-215,HSS00171739
hsa-miR-215,NM_052971
hsa-miR-215,NM_012399
hsa-miR-215,NM_018059
hsa-miR-215,Contig32981_RC
hsa-miR-215,NM_016127
hsa-miR-215,NM_017784
hsa-miR-215,Contig57398_RC
hsa-miR-215,NM_024613
hsa-miR-215,AB006624
hsa-miR-215,NM_000522
hsa-miR-215,NM_018098
hsa-miR-215,HSS00227787
hsa-miR-215,hCT1642490.1
hsa-miR-215,hCT2284819
hsa-miR-215,NM_016319
hsa-miR-215,HSS00170585
hsa-miR-215,NM_031916
hsa-miR-215,AK024556
hsa-miR-215,NM_019051
hsa-miR-215,NM_017779
hsa-miR-215,Contig53965_RC
hsa-miR-215,BC039371
hsa-miR-215,NM_001569
hsa-miR-215,HSS00061034
hsa-miR-215,Contig36539_RC
hsa-miR-215,NM_000633
hsa-miR-215,AK022986
hsa-miR-215,AL136762
hsa-miR-215,NM_052864
hsa-miR-215,Contig33235_RC
hsa-miR-215,NM_182635
hsa-miR-215,NM_023929
hsa-miR-215,BC031864
hsa-miR-215,NM_032861
hsa-miR-215,Contig57864_RC
hsa-miR-215,Contig41078_RC
hsa-miR-215,NM_170743
hsa-miR-215,NM_144599
hsa-miR-215,AL137342
hsa-miR-215,NM_012406
hsa-miR-215,NM_005670
hsa-miR-215,NM_021133
hsa-miR-215,NM_006827
hsa-miR-215,NM_021158
hsa-miR-215,AB058744
hsa-miR-215,AF306679
hsa-miR-215,NM_003369
hsa-miR-215,NM_003035
hsa-miR-215,NM_153240
hsa-miR-215,Contig50206_RC
hsa-miR-215,AK056096
hsa-miR-215,Contig47220
hsa-miR-215,NM_015393
hsa-miR-215,Contig398_RC
hsa-miR-215,NM_018071
hsa-miR-215,HSS00286855
hsa-miR-215,HSS00087671
hsa-miR-215,NM_033069
hsa-miR-215,NM_012415
hsa-miR-215,Contig55022_RC
hsa-miR-215,Contig31122_RC
hsa-miR-215,NM_018260
hsa-miR-215,NM_024871
hsa-miR-215,HSS00209027
hsa-miR-215,NM_033044
hsa-miR-215,NM_014898
hsa-miR-215,NM_033169
hsa-miR-215,NM_016556
hsa-miR-215,NM_032032
hsa-miR-215,NM_018247
hsa-miR-215,NM_012236
hsa-miR-215,NM_021649
hsa-miR-215,NM_018951
hsa-miR-215,Contig51846_RC
hsa-miR-215,NM_005327
hsa-miR-215,NM_018147
hsa-miR-215,NM_016530
hsa-miR-215,AK025078
hsa-miR-215,NM_020432
hsa-miR-215,NM_018623
hsa-miR-215,NM_000430
hsa-miR-215,hCT14747.3
hsa-miR-215,NM_152392
hsa-miR-215,NM_004161
hsa-miR-215,NM_002689
hsa-miR-215,AB046863
hsa-miR-215,NM_018725
hsa-miR-215,NM_173642
hsa-miR-215,NM_014942
hsa-miR-215,NM_033402
hsa-miR-215,XM_210054
hsa-miR-215,NM_007331
hsa-miR-215,NM_000370
hsa-miR-215,NM_007034
hsa-miR-215,Contig26674_RC
hsa-miR-215,NM_032810
hsa-miR-215,ENST00000295319
hsa-miR-215,NM_003672
hsa-miR-215,NM_145287
hsa-miR-215,ENST00000336420
hsa-miR-215,Contig51254_RC
hsa-miR-215,HSS00309444
hsa-miR-215,NM_032826
hsa-miR-215,NM_138731
hsa-miR-215,AK022114
hsa-miR-215,Contig54491_RC
hsa-miR-215,NM_152588
hsa-miR-215,NM_018410
hsa-miR-215,NM_033655
hsa-miR-215,NM_178812
hsa-miR-215,NM_006733
hsa-miR-215,Contig37989_RC
hsa-miR-215,Contig39983_RC
hsa-miR-215,NM_014867
hsa-miR-215,NM_005780
hsa-miR-215,NM_018458
hsa-miR-215,NM_001813
hsa-miR-215,NM_014552
hsa-miR-215,NM_130439
hsa-miR-215,hCT1815382
hsa-miR-215,NM_002907
hsa-miR-215,NM_021212
hsa-miR-215,Contig51888_RC
hsa-miR-215,NM_002657
hsa-miR-215,NM_001255
hsa-miR-215,Contig37950_RC
hsa-miR-215,NM_018456
hsa-miR-215,NM_002875
hsa-miR-215,HSS00075325
hsa-miR-215,NM_003198
hsa-miR-215,HSS00102527
hsa-miR-215,NM_014961
hsa-miR-215,NM_002867
hsa-miR-215,NM_006100
hsa-miR-215,NM_001945
hsa-miR-215,NM_174917
hsa-miR-215,NM_005949
hsa-miR-215,NM_012484
hsa-miR-215,NM_007007
hsa-miR-215,NM_021218
hsa-miR-215,AA598803_RC
hsa-miR-215,NM_014521
hsa-miR-215,NM_021167
hsa-miR-215,NM_003447
hsa-miR-215,NM_005813
hsa-miR-215,NM_014109
hsa-miR-215,Contig25138_RC
hsa-miR-215,NM_017772
hsa-miR-215,NM_013272
hsa-miR-215,NM_005542
hsa-miR-215,Contig32050_RC
hsa-miR-215,NM_003290
hsa-miR-215,Contig43135_RC
hsa-miR-215,NM_018365
hsa-miR-215,NM_025057
hsa-miR-215,AB040968
hsa-miR-215,HSS00341523
hsa-miR-215,NM_002853
hsa-miR-215,NM_015341
hsa-miR-215,NM_007149
hsa-miR-215,NM_002583
hsa-miR-215,Contig43817_RC
hsa-miR-215,NM_145247
hsa-miR-215,NM_033316
hsa-miR-215,NM_003953
hsa-miR-215,NM_005252
hsa-miR-215,NM_022371
hsa-miR-215,hCT30298.3
hsa-miR-215,NM_012193
hsa-miR-215,AL137315
hsa-miR-215,NM_033167
hsa-miR-215,NM_014900
hsa-miR-215,NM_174942
hsa-miR-215,NM_006265
hsa-miR-215,NM_145041
hsa-miR-215,NM_005915
hsa-miR-215,NM_031214
hsa-miR-215,NM_173822
hsa-miR-215,AL110126
hsa-miR-215,NM_006573
hsa-miR-215,NM_001310
hsa-miR-215,NM_015367
hsa-miR-215,ENST00000299434
hsa-miR-215,Contig19224_RC
hsa-miR-215,NM_020354
hsa-miR-215,HSS00004174
hsa-miR-215,NM_017842
hsa-miR-215,Contig55263_RC
hsa-miR-215,NM_032829
hsa-miR-215,NM_022162
hsa-miR-215,NM_002658
hsa-miR-215,Contig55351_RC
hsa-miR-215,NM_001439
hsa-miR-215,NM_176815
hsa-miR-215,NM_000311
hsa-miR-215,NM_000161
hsa-miR-215,NM_006825
hsa-miR-215,Contig263_RC
hsa-miR-215,NM_130435
hsa-miR-215,Contig48835_RC
hsa-miR-215,Contig57908_RC
hsa-miR-215,NM_145167
hsa-miR-215,NM_000585
hsa-miR-215,Contig51967_RC
hsa-miR-215,NM_022912
hsa-miR-215,NM_031482
hsa-miR-215,NM_004093
hsa-miR-215,Contig3058_RC
hsa-miR-215,AF086422
hsa-miR-215,Contig23417_RC
hsa-miR-215,NM_144603
hsa-miR-215,NM_005475
hsa-miR-215,NM_012395
hsa-miR-215,NM_007173
hsa-miR-215,NM_004773
hsa-miR-215,NM_138633
hsa-miR-215,NM_178270
hsa-miR-215,NM_145231
hsa-miR-215,NM_003070
hsa-miR-215,NM_013239
hsa-miR-215,NM_020244
hsa-miR-215,HSS00062828
hsa-miR-215,NM_006300
hsa-miR-215,NM_015474
hsa-miR-215,NM_032290
hsa-miR-215,NM_032239
hsa-miR-215,NM_152571
hsa-miR-215,NM_002388
hsa-miR-215,NM_022818
hsa-miR-215,NM_014811
hsa-miR-215,NM_182488
hsa-miR-215,Contig54503_RC
hsa-miR-215,NM_000179
hsa-miR-215,NM_007174
hsa-miR-215,NM_004237
hsa-miR-215,NM_003409
hsa-miR-215,NM_014969
hsa-miR-215,Contig56689_RC
hsa-miR-215,BC004287
hsa-miR-215,NM_004747
hsa-miR-215,NM_001902
hsa-miR-215,NM_145261
hsa-miR-215,NM_006091
hsa-miR-215,Contig51464_RC
hsa-miR-215,NM_005063
hsa-miR-215,NM_018157
hsa-miR-215,NM_032112
hsa-miR-215,NM_012177
hsa-miR-215,AK075186
hsa-miR-215,NM_016031
hsa-miR-215,NM_024808
hsa-miR-215,NM_021979
hsa-miR-215,Contig753_RC
hsa-miR-215,Contig36432_RC
hsa-miR-215,NM_194313
hsa-miR-215,NM_005573
hsa-miR-215,hCT2309451
hsa-miR-215,NM_004735
hsa-miR-215,HSS00344009
hsa-miR-215,NM_145060
hsa-miR-215,NM_005536
hsa-miR-215,NM_177527
hsa-miR-215,NM_004522
hsa-miR-215,NM_032373
hsa-miR-215,NM_024610
hsa-miR-215,Contig47846_RC
hsa-miR-215,NM_014814
hsa-miR-215,NM_002937
hsa-miR-215,HSS00264804
hsa-miR-215,AL834372
hsa-miR-215,NM_025146
hsa-miR-215,AB028957
hsa-miR-215,NM_001723
hsa-miR-215,NM_180989
hsa-miR-215,NM_001047
hsa-miR-215,NM_003350
hsa-miR-215,NM_181783
hsa-miR-215,NM_003569
hsa-miR-215,NM_004816
